Page,Title,Link,Link Text,Image Source,Image Alt Text,Detail,Price,Additional Info
2,,https://wa.me/?text=PROPER%20VENTILTED%20BASEMENT%20PORTION%20TILED%20FLOORING%20FOR%20SMALL%20FAMILY%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_proper_ventilted_basement_portion_tiled_flooring_for_small_family-51554559-93-4.html,Share on WhatsApp,,17 Marla Corner House For Rent Available in Johar Town Phase 2,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=PROPER%20VENTILTED%20BASEMENT%20PORTION%20TILED%20FLOORING%20FOR%20SMALL%20FAMILY&body=https://www.zameen.com/Property/lahore_johar_town_proper_ventilted_basement_portion_tiled_flooring_for_small_family-51554559-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/249557060-240x180.jpeg,title=,,,
2,,mailto:?subject=PROPER VENTILTED BASEMENT PORTION TILED FLOORING FOR SMALL FAMILY&body=https://www.zameen.com/Property/lahore_johar_town_proper_ventilted_basement_portion_tiled_flooring_for_small_family-51554559-93-4.html,Send via E-Mail,,,,,
2,,/Property/lahore_johar_town_1_kanal_6_bed_house_for_rent_in_johar_town-51500639-93-4.html,,https://media.zameen.com/thumbnails/258441004-400x300.jpeg,5,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_1_kanal_6_bed_house_for_rent_in_johar_town-51500639-93-4.html,Share on Facebook,,5 Marla Like Brand New House Available For Rent On The Prime Location Of Johar Town,,,
2,,https://twitter.com/intent/tweet?text=1%20KANAL%206%20BED%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN - url: https://www.zameen.com/Property/lahore_johar_town_1_kanal_6_bed_house_for_rent_in_johar_town-51500639-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/249557060-240x180.jpeg,title=,,,
2,,https://wa.me/?text=1%20KANAL%206%20BED%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_1_kanal_6_bed_house_for_rent_in_johar_town-51500639-93-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=1%20KANAL%206%20BED%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN&body=https://www.zameen.com/Property/lahore_johar_town_1_kanal_6_bed_house_for_rent_in_johar_town-51500639-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/269016792-400x300.jpeg,BRAND,,,
2,,mailto:?subject=1 KANAL 6 BED HOUSE FOR RENT IN JOHAR TOWN&body=https://www.zameen.com/Property/lahore_johar_town_1_kanal_6_bed_house_for_rent_in_johar_town-51500639-93-4.html,Send via E-Mail,,BRAND NEW FURNISHED PORTION FIRST ENTRY,,,
2,,/Property/lahore_johar_town_15_marla_beautiful_house_for_rent_in_johar_town-51550837-93-4.html,,/assets/findOutMorePin.b0704e278aaa7f0cbe67697998c4c922.png,Find Out More Pin,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_15_marla_beautiful_house_for_rent_in_johar_town-51550837-93-4.html,Share on Facebook,/assets/iconHbfcBank_noinline.e38973a19243c9020ae8b0970c382322.svg,HBFC,,,
2,,https://twitter.com/intent/tweet?text=15%20MARLA%20BEAUTIFUL%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN - url: https://www.zameen.com/Property/lahore_johar_town_15_marla_beautiful_house_for_rent_in_johar_town-51550837-93-4.html,Share on Twitter,/assets/roshanDigitalAccount_noinline.c8687f407684f582de7829168747c163.svg,roshan,,,
2,,https://wa.me/?text=15%20MARLA%20BEAUTIFUL%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_15_marla_beautiful_house_for_rent_in_johar_town-51550837-93-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=15%20MARLA%20BEAUTIFUL%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN&body=https://www.zameen.com/Property/lahore_johar_town_15_marla_beautiful_house_for_rent_in_johar_town-51550837-93-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=15 MARLA BEAUTIFUL HOUSE FOR RENT IN JOHAR TOWN&body=https://www.zameen.com/Property/lahore_johar_town_15_marla_beautiful_house_for_rent_in_johar_town-51550837-93-4.html,Send via E-Mail,,,,,
2,,/Property/lahore_johar_town_14_marla_upper_portion_for_rent-51510511-93-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_14_marla_upper_portion_for_rent-51510511-93-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=14%20Marla%20Upper%20Portion%20For%20Rent - url: https://www.zameen.com/Property/lahore_johar_town_14_marla_upper_portion_for_rent-51510511-93-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=14%20Marla%20Upper%20Portion%20For%20Rent%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_14_marla_upper_portion_for_rent-51510511-93-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=14%20Marla%20Upper%20Portion%20For%20Rent&body=https://www.zameen.com/Property/lahore_johar_town_14_marla_upper_portion_for_rent-51510511-93-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=14 Marla Upper Portion For Rent&body=https://www.zameen.com/Property/lahore_johar_town_14_marla_upper_portion_for_rent-51510511-93-4.html,Send via E-Mail,,,,,
2,,/Property/lahore_johar_town_10_marla_brand_new_house_is_available_for_rent_in_johar_town_near_doctor_hospital-51467809-93-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_house_is_available_for_rent_in_johar_town_near_doctor_hospital-51467809-93-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=10%20Marla%20Brand%20New%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Near%20Doctor%20Hospital - url: https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_house_is_available_for_rent_in_johar_town_near_doctor_hospital-51467809-93-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=10%20Marla%20Brand%20New%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Near%20Doctor%20Hospital%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_10_marla_brand_new_house_is_available_for_rent_in_johar_town_near_doctor_hospital-51467809-93-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=10%20Marla%20Brand%20New%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Near%20Doctor%20Hospital&body=https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_house_is_available_for_rent_in_johar_town_near_doctor_hospital-51467809-93-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=10 Marla Brand New House Is Available For Rent In Johar Town Near Doctor Hospital&body=https://www.zameen.com/Property/lahore_johar_town_10_marla_brand_new_house_is_available_for_rent_in_johar_town_near_doctor_hospital-51467809-93-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_johar_town_phase_1_12_marla_brand_new_tipe_upper_portion_available_for_rent_in_e1_block_johar_town_lahore-51547671-3937-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_1_12_marla_brand_new_tipe_upper_portion_available_for_rent_in_e1_block_johar_town_lahore-51547671-3937-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=12%20Marla%20Brand%20New%20Tipe%20Upper%20Portion%20Available%20For%20Rent%20In%20E1%20Block%20Johar%20Town%20Lahore - url: https://www.zameen.com/Property/johar_town_johar_town_phase_1_12_marla_brand_new_tipe_upper_portion_available_for_rent_in_e1_block_johar_town_lahore-51547671-3937-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=12%20Marla%20Brand%20New%20Tipe%20Upper%20Portion%20Available%20For%20Rent%20In%20E1%20Block%20Johar%20Town%20Lahore%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_1_12_marla_brand_new_tipe_upper_portion_available_for_rent_in_e1_block_johar_town_lahore-51547671-3937-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=12%20Marla%20Brand%20New%20Tipe%20Upper%20Portion%20Available%20For%20Rent%20In%20E1%20Block%20Johar%20Town%20Lahore&body=https://www.zameen.com/Property/johar_town_johar_town_phase_1_12_marla_brand_new_tipe_upper_portion_available_for_rent_in_e1_block_johar_town_lahore-51547671-3937-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=12 Marla Brand New Tipe Upper Portion Available For Rent In E1 Block Johar Town Lahore&body=https://www.zameen.com/Property/johar_town_johar_town_phase_1_12_marla_brand_new_tipe_upper_portion_available_for_rent_in_e1_block_johar_town_lahore-51547671-3937-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_phase_2_johar_town_phase_2_-_block_r_1_kanal_facing_park_house_for_rent_in_joher_town-51277298-3979-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_r_1_kanal_facing_park_house_for_rent_in_joher_town-51277298-3979-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=1%20Kanal%20Facing%20Park%20House%20For%20Rent%20In%20Joher%20Town - url: https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_r_1_kanal_facing_park_house_for_rent_in_joher_town-51277298-3979-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=1%20Kanal%20Facing%20Park%20House%20For%20Rent%20In%20Joher%20Town%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_phase_2_johar_town_phase_2_-_block_r_1_kanal_facing_park_house_for_rent_in_joher_town-51277298-3979-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=1%20Kanal%20Facing%20Park%20House%20For%20Rent%20In%20Joher%20Town&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_r_1_kanal_facing_park_house_for_rent_in_joher_town-51277298-3979-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=1 Kanal Facing Park House For Rent In Joher Town&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_r_1_kanal_facing_park_house_for_rent_in_joher_town-51277298-3979-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_johar_town_phase_2_5_marla_full_house_for_rent_near_emporium_mall_and_expo_center-51380934-3961-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_full_house_for_rent_near_emporium_mall_and_expo_center-51380934-3961-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=5%20Marla%20Full%20House%20For%20Rent%20Near%20Emporium%20Mall%20And%20Expo%20Center - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_full_house_for_rent_near_emporium_mall_and_expo_center-51380934-3961-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=5%20Marla%20Full%20House%20For%20Rent%20Near%20Emporium%20Mall%20And%20Expo%20Center%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_5_marla_full_house_for_rent_near_emporium_mall_and_expo_center-51380934-3961-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20Marla%20Full%20House%20For%20Rent%20Near%20Emporium%20Mall%20And%20Expo%20Center&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_full_house_for_rent_near_emporium_mall_and_expo_center-51380934-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=5 Marla Full House For Rent Near Emporium Mall And Expo Center&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_full_house_for_rent_near_emporium_mall_and_expo_center-51380934-3961-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_johar_town_phase_2_14_marla_lower_portion_rent_use_office_or_family_prime_location-51311946-3961-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_14_marla_lower_portion_rent_use_office_or_family_prime_location-51311946-3961-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=14%20Marla%20Lower%20Portion%20Rent%20Use%20Office%20Or%20Family%20Prime%20Location - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_14_marla_lower_portion_rent_use_office_or_family_prime_location-51311946-3961-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=14%20Marla%20Lower%20Portion%20Rent%20Use%20Office%20Or%20Family%20Prime%20Location%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_14_marla_lower_portion_rent_use_office_or_family_prime_location-51311946-3961-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=14%20Marla%20Lower%20Portion%20Rent%20Use%20Office%20Or%20Family%20Prime%20Location&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_14_marla_lower_portion_rent_use_office_or_family_prime_location-51311946-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=14 Marla Lower Portion Rent Use Office Or Family Prime Location&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_14_marla_lower_portion_rent_use_office_or_family_prime_location-51311946-3961-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_johar_town_phase_2_beautiful_house_for_rent-51424673-3961-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_house_for_rent-51424673-3961-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=Beautiful%20House%20For%20Rent - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_house_for_rent-51424673-3961-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=Beautiful%20House%20For%20Rent%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_beautiful_house_for_rent-51424673-3961-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Beautiful%20House%20For%20Rent&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_house_for_rent-51424673-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=Beautiful House For Rent&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_beautiful_house_for_rent-51424673-3961-4.html,Send via E-Mail,,,,,
2,,/Property/lahore_johar_town_10_marla_house_for_rent_in_johar_town-51422671-93-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_10_marla_house_for_rent_in_johar_town-51422671-93-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=10%20Marla%20House%20For%20Rent%20In%20Johar%20Town - url: https://www.zameen.com/Property/lahore_johar_town_10_marla_house_for_rent_in_johar_town-51422671-93-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=10%20Marla%20House%20For%20Rent%20In%20Johar%20Town%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_10_marla_house_for_rent_in_johar_town-51422671-93-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=10%20Marla%20House%20For%20Rent%20In%20Johar%20Town&body=https://www.zameen.com/Property/lahore_johar_town_10_marla_house_for_rent_in_johar_town-51422671-93-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=10 Marla House For Rent In Johar Town&body=https://www.zameen.com/Property/lahore_johar_town_10_marla_house_for_rent_in_johar_town-51422671-93-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_phase_2_johar_town_phase_2_-_block_q_johar_town_block_q_5_marla_lower_portion_for_rent-51526760-3978-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_q_johar_town_block_q_5_marla_lower_portion_for_rent-51526760-3978-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=JOHAR%20TOWN%20BLOCK%20Q%205%20MARLA%20LOWER%20PORTION%20FOR%20RENT - url: https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_q_johar_town_block_q_5_marla_lower_portion_for_rent-51526760-3978-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=JOHAR%20TOWN%20BLOCK%20Q%205%20MARLA%20LOWER%20PORTION%20FOR%20RENT%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_phase_2_johar_town_phase_2_-_block_q_johar_town_block_q_5_marla_lower_portion_for_rent-51526760-3978-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=JOHAR%20TOWN%20BLOCK%20Q%205%20MARLA%20LOWER%20PORTION%20FOR%20RENT&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_q_johar_town_block_q_5_marla_lower_portion_for_rent-51526760-3978-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=JOHAR TOWN BLOCK Q 5 MARLA LOWER PORTION FOR RENT&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_q_johar_town_block_q_5_marla_lower_portion_for_rent-51526760-3978-4.html,Send via E-Mail,,,,,
2,,/Property/lahore_johar_town_outclass_6_bed_luxury_house_for_rent-51561975-93-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_outclass_6_bed_luxury_house_for_rent-51561975-93-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=OUTCLASS%206%20BED%20LUXURY%20HOUSE%20FOR%20RENT - url: https://www.zameen.com/Property/lahore_johar_town_outclass_6_bed_luxury_house_for_rent-51561975-93-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=OUTCLASS%206%20BED%20LUXURY%20HOUSE%20FOR%20RENT%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_outclass_6_bed_luxury_house_for_rent-51561975-93-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=OUTCLASS%206%20BED%20LUXURY%20HOUSE%20FOR%20RENT&body=https://www.zameen.com/Property/lahore_johar_town_outclass_6_bed_luxury_house_for_rent-51561975-93-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=OUTCLASS 6 BED LUXURY HOUSE FOR RENT&body=https://www.zameen.com/Property/lahore_johar_town_outclass_6_bed_luxury_house_for_rent-51561975-93-4.html,Send via E-Mail,,,,,
2,,/Property/johar_town_johar_town_phase_2_5_marla_outstanding_double_story_house_in_johar_town_near_emporium_mall_prime_location-51254289-3961-4.html,,,,,,
2,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_double_story_house_in_johar_town_near_emporium_mall_prime_location-51254289-3961-4.html,Share on Facebook,,,,,
2,,https://twitter.com/intent/tweet?text=5%20marla%20outstanding%20double%20story%20House%20in%20johar%20Town%20near%20EMPORIUM%20MALL%20prime%20location - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_double_story_house_in_johar_town_near_emporium_mall_prime_location-51254289-3961-4.html,Share on Twitter,,,,,
2,,https://wa.me/?text=5%20marla%20outstanding%20double%20story%20House%20in%20johar%20Town%20near%20EMPORIUM%20MALL%20prime%20location%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_5_marla_outstanding_double_story_house_in_johar_town_near_emporium_mall_prime_location-51254289-3961-4.html,Share on WhatsApp,,,,,
2,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20marla%20outstanding%20double%20story%20House%20in%20johar%20Town%20near%20EMPORIUM%20MALL%20prime%20location&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_double_story_house_in_johar_town_near_emporium_mall_prime_location-51254289-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
2,,mailto:?subject=5 marla outstanding double story House in johar Town near EMPORIUM MALL prime location&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_double_story_house_in_johar_town_near_emporium_mall_prime_location-51254289-3961-4.html,Send via E-Mail,,,,,
